date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-11-02,16.8,14.2,20.2,0,0,217,15.5,36.7,1016.7,169
2020-11-03,11.4,8.1,15.6,2.3,0,282,7.9,38.2,1022.8,0
2020-11-04,7.3,6.7,8.3,0.9,0,15,8.6,24.8,1029.7,0
2020-11-05,6.4,1.4,10.6,0,0,37,9,21.6,1035,68
2020-11-06,3.3,-0.2,5.7,0,0,79,9,20.5,1033.1,6
2020-11-07,3.9,3.1,5.2,0,0,136,5.8,14,1028.1,0
2020-11-08,4.5,1.8,10.4,0,0,75,5,13.7,1025.3,238
2020-11-09,4.2,2.8,6.5,0,0,114,5.8,14.8,1025.5,0
2020-11-10,3.7,2.4,5.2,0,0,91,5,11.2,1027.5,0
2020-11-11,5.8,4,7.5,0,0,108,6.5,16.2,1025.7,0
2020-11-12,8.3,4.7,13.4,0.1,0,177,9,29.2,1022,123
2020-11-13,7.7,4.1,13.3,0,0,150,7.2,20.9,1021.7,29
2020-11-14,8.9,1.8,15.5,0,0,132,6.5,15.5,1020.5,480
2020-11-15,7,0.8,14.4,1.8,0,143,8.6,23,1015.7,486
2020-11-16,8.9,5.1,11.9,0,0,236,14.8,42.5,1018.7,30
2020-11-17,7.6,2,11.2,0,0,219,9.7,24.8,1028.2,261
2020-11-18,4.6,-1.1,12.8,0,0,133,5,18.4,1027.1,498
2020-11-19,6.6,0.7,12.6,1.8,0,219,15.8,43.2,1023.9,58
2020-11-20,2.7,-3.5,5.2,0,0,320,8.6,31.3,1033.2,160
2020-11-21,-1.3,-5.5,4.9,0,0,98,4.7,17.6,1035,375
2020-11-22,0.3,-5.5,7.1,0,0,131,4.7,14.4,1029.6,428
2020-11-23,3.6,-0.4,6.1,0.4,0,154,4.7,15.8,1029.2,0
2020-11-24,4.2,2.2,5,0,0,103,9.4,25.2,1025.6,0
2020-11-25,0.6,-0.7,2.3,0,0,165,6.8,16.2,1022.7,0
2020-11-26,-0.6,-1.6,0.8,0,0,157,6.1,15.8,1024.4,0
2020-11-27,-0.9,-2.3,0.6,0,0,131,6.8,18.7,1022.5,0
2020-11-28,-1.1,-2.1,0,0,0,80,9.4,29.2,1021,0
2020-11-29,-0.6,-4.5,1.7,0,0,63,11.2,33.8,1023.8,184
2020-11-30,-3,-7.1,-0.7,2,0,209,6.8,27,1025.9,95
2020-12-01,-0.3,-3,1.9,3.5,10,155,5.8,21.2,1017.3,0
2020-12-02,-2.1,-4.2,-0.1,0.1,10,89,9,25.2,1016.2,0
2020-12-03,-1.7,-4.9,1.1,0,10,156,7.9,23,1006.6,41
2020-12-04,-2,-3.8,0.1,0,0,70,6.8,19.4,992.1,2
2020-12-05,-0.1,-4.9,1.7,0.3,0,57,5.8,20.9,998.6,0
2020-12-06,1.2,-0.9,3.3,0.5,0,280,7.2,19.1,998.1,0
2020-12-07,0.8,-0.5,2.1,0,0,260,7.2,23,1001.3,59
2020-12-08,0,-1.4,0.9,0,0,48,7.9,20.5,1002.4,0
2020-12-09,0.4,0.1,0.9,7.3,0,264,8.6,22.7,1007.9,0
2020-12-10,0.3,-0.4,0.8,0,20,43,4.7,16.6,1007.1,0
2020-12-11,-0.2,-3,1.1,0,0,123,7.6,23.8,1001.4,25
2020-12-12,2.2,-1,4.3,1,0,164,9,25.6,1000.3,0
2020-12-13,4,1.2,5.6,0.1,0,226,11.2,28.4,1011.9,0
2020-12-14,1.9,-1.5,6.5,0,0,137,6.5,18.7,1015,372
2020-12-15,2.1,0,4.3,0,0,101,5.8,16.6,1015.6,35
2020-12-16,2.8,0.5,7,0,0,89,6.1,18.4,1019.6,238
2020-12-17,2.3,-0.5,8.5,0,0,117,7.2,24.1,1024.5,226
2020-12-18,2.1,-1.6,6.7,0,0,81,6.1,15.1,1025.7,377
2020-12-19,-1.1,-1.6,-0.3,0,0,120,8.3,18.4,1023.4,0
2020-12-20,-1,-1.6,-0.2,0,0,127,7.2,16.9,1023.9,0
2020-12-21,3.2,-0.2,6.9,4.2,0,138,7.2,30.2,1023.4,11
2020-12-22,10.7,6.9,12.9,0.7,0,230,23,48.6,1018.2,0
2020-12-23,11.1,8.4,12.8,21,0,226,13,42.5,1014.8,0
2020-12-24,6.8,4.3,9.3,4.8,0,234,19.4,52.2,1010.7,46
2020-12-25,1.4,-0.5,4.4,0.3,0,305,14.4,40.3,1018,0
2020-12-26,-1.9,-5.5,1.7,0,0,236,8.6,25.2,1025,399
2020-12-27,-3.2,-6.4,-0.2,0,0,141,10.4,23,1003,139
2020-12-28,-0.5,-2.6,1.8,0.8,0,174,7.9,27,983.4,0
2020-12-29,2.5,-1,6.4,0,0,193,18.7,63.4,992.3,247
2020-12-30,0.6,-3.4,5.2,0,0,188,8.6,29.9,1004.6,328
2020-12-31,0,-4.4,4.3,0,0,159,8.3,24.1,1006.9,387
